,ID,City_Code,Region_Code,Accomodation_Type,Reco_Insurance_Type,Upper_Age,Lower_Age,Is_Spouse,Health Indicator,Holding_Policy_Duration,Holding_Policy_Type,Reco_Policy_Cat,Reco_Policy_Premium,Response
36661,36662,C7,1198,Owned,Individual,38,38,No,X1,6.0,1.0,16,14234.0,0
36663,36664,C2,307,Owned,Individual,53,53,No,X4,9.0,4.0,17,12840.0,0
36664,36665,C35,5634,Owned,Individual,49,49,No,X4,1.0,4.0,9,11304.0,0
36665,36666,C9,623,Owned,Individual,22,22,No,X1,1.0,2.0,4,7620.0,0
36667,36668,C9,3806,Owned,Individual,70,70,No,X4,6.0,1.0,21,20864.0,0
36671,36672,C7,677,Rented,Individual,28,28,No,X4,4.0,3.0,10,9604.0,0
36672,36673,C3,265,Owned,Individual,61,61,No,X2,5.0,1.0,16,14762.0,1
36674,36675,C9,3087,Owned,Individual,46,46,No,X1,3.0,3.0,4,15184.0,0
36676,36677,C3,1872,Owned,Joint,47,43,Yes,X1,2.0,1.0,12,20800.0,0
36678,36679,C1,19,Rented,Individual,27,27,No,X1,,,21,9100.0,1
36679,36680,C1,1303,Owned,Individual,32,32,No,X4,2.0,3.0,7,13340.0,0
36680,36681,C15,1348,Owned,Individual,75,75,No,X2,1.0,3.0,1,20368.0,0
36682,36683,C10,29,Rented,Joint,35,30,Yes,,1.0,1.0,16,23689.6,1
36684,36685,C22,2,Owned,Joint,39,35,Yes,X4,,,17,16296.0,1
36685,36686,C6,155,Rented,Individual,55,55,No,,3.0,1.0,19,19680.0,1
36686,36687,C1,978,Owned,Individual,73,73,No,X3,9.0,1.0,16,14846.0,0
36688,36689,C8,349,Rented,Individual,23,23,No,X1,2.0,1.0,16,10992.0,0
36690,36691,C13,2883,Rented,Individual,32,32,No,X4,4.0,3.0,10,9952.0,1
36691,36692,C14,4842,Rented,Individual,23,23,No,X1,1.0,3.0,21,6660.0,0
36693,36694,C1,1670,Owned,Joint,53,19,Yes,X2,10.0,3.0,13,20020.0,0
36695,36696,C1,1657,Owned,Individual,49,49,No,X1,11.0,3.0,20,16848.0,0
36696,36697,C2,1082,Rented,Individual,32,32,No,,7.0,3.0,10,9616.0,1
36698,36699,C10,1803,Owned,Joint,56,50,Yes,X3,1.0,1.0,2,31180.8,0
36700,36701,C2,4938,Rented,Individual,58,58,No,X4,5.0,2.0,22,19936.0,0
36701,36702,C3,356,Rented,Individual,24,24,No,X3,2.0,3.0,18,8680.0,0
36702,36703,C2,1838,Rented,Joint,60,51,Yes,X1,9.0,1.0,22,31536.0,0
36704,36705,C2,1581,Owned,Individual,75,75,No,X1,4.0,3.0,11,24434.0,0
36707,36708,C4,2071,Owned,Joint,69,57,Yes,X1,1.0,3.0,18,25410.0,0
36710,36711,C4,2893,Owned,Individual,67,67,No,X1,1.0,1.0,16,15652.0,1
36711,36712,C25,836,Rented,Individual,27,27,No,,,,20,10998.0,1
36712,36713,C2,2659,Owned,Individual,56,56,No,X2,14.0,3.0,22,15444.0,0
36713,36714,C1,697,Owned,Individual,60,60,No,X2,2.0,1.0,16,18900.0,0
36715,36716,C20,414,Owned,Individual,52,52,No,X2,1.0,2.0,12,12312.0,0
36716,36717,C15,803,Rented,Individual,61,61,No,X4,9.0,4.0,6,13882.0,0
36718,36719,C2,2137,Owned,Individual,70,70,No,X2,10.0,4.0,17,16796.0,0
36719,36720,C2,3483,Owned,Individual,75,75,No,,,,20,25536.0,1
36720,36721,C2,3095,Owned,Joint,61,37,No,X2,8.0,2.0,22,27227.2,1
36721,36722,C4,554,Rented,Joint,44,32,Yes,X1,2.0,1.0,12,18720.0,1
36722,36723,C4,4480,Rented,Individual,37,37,No,X4,5.0,2.0,9,12700.0,0
36723,36724,C2,158,Owned,Joint,75,58,Yes,X4,8.0,3.0,22,27507.2,0
36724,36725,C1,572,Rented,Joint,64,41,No,X2,9.0,1.0,16,36556.8,0
36725,36726,C15,50,Owned,Individual,63,63,No,X2,2.0,3.0,19,15624.0,0
36726,36727,C5,6147,Rented,Individual,73,73,No,X5,14.0,4.0,1,15938.0,0
36727,36728,C4,2635,Owned,Individual,31,31,No,X2,4.0,4.0,2,7776.0,0
36728,36729,C7,4006,Rented,Individual,44,44,No,X6,4.0,1.0,20,8554.0,0
36732,36733,C3,1130,Owned,Individual,35,35,No,X2,,,22,8764.0,1
36735,36736,C11,433,Owned,Individual,73,73,No,X2,2.0,3.0,21,21960.0,0
36737,36738,C2,2669,Owned,Individual,30,30,No,X1,3.0,1.0,11,6500.0,0
36740,36741,C10,743,Owned,Joint,47,19,Yes,X2,4.0,1.0,12,17802.4,1
36743,36744,C15,2109,Owned,Individual,73,73,No,X4,14.0,3.0,21,18930.0,1
36745,36746,C28,3212,Owned,Joint,42,39,Yes,X3,14.0,2.0,17,20384.0,0
36747,36748,C14,2848,Rented,Individual,23,23,No,X1,2.0,1.0,12,9248.0,1
36749,36750,C3,827,Owned,Individual,25,25,No,X3,3.0,4.0,17,5080.0,0
36751,36752,C26,1291,Rented,Individual,44,44,No,,10.0,3.0,15,8708.0,1
36752,36753,C9,5307,Owned,Individual,59,59,No,X1,2.0,1.0,2,13002.0,1
36753,36754,C2,74,Owned,Individual,25,25,No,X3,,,21,8220.0,1
36754,36755,C12,2360,Rented,Joint,22,20,Yes,X3,,,12,15432.0,1
36755,36756,C1,982,Owned,Individual,52,52,No,X2,14.0,3.0,18,14950.0,0
36756,36757,C9,3046,Owned,Individual,32,32,No,X4,12.0,3.0,18,10416.0,0
36757,36758,C2,719,Owned,Individual,75,75,No,,,,11,17136.0,1
36758,36759,C13,44,Rented,Individual,25,25,No,X1,,,17,5184.0,1
36759,36760,C2,521,Owned,Individual,57,57,No,X1,3.0,3.0,17,14784.0,0
36760,36761,C7,619,Rented,Individual,52,52,No,X3,2.0,2.0,15,11760.0,0
36762,36763,C25,504,Owned,Joint,27,21,Yes,X1,5.0,4.0,22,14492.8,0
36766,36767,C6,1553,Owned,Joint,70,64,Yes,X1,2.0,3.0,18,26550.0,0
36767,36768,C19,423,Owned,Joint,56,50,Yes,X6,14.0,3.0,19,21803.6,1
36768,36769,C14,821,Rented,Individual,34,34,No,X7,1.0,2.0,15,11322.0,1
36769,36770,C29,93,Owned,Individual,75,75,No,X3,3.0,2.0,21,16324.0,0
36770,36771,C2,674,Rented,Joint,71,47,Yes,X3,14.0,3.0,11,33024.0,0
36774,36775,C4,779,Rented,Joint,52,18,Yes,X6,2.0,3.0,10,19068.0,0
36775,36776,C1,1114,Rented,Individual,27,27,No,X1,2.0,3.0,18,11898.0,1
36776,36777,C6,4446,Owned,Individual,58,58,No,X5,8.0,3.0,10,15432.0,0
36777,36778,C23,91,Owned,Joint,51,17,No,X2,6.0,3.0,18,27328.0,0
36778,36779,C2,1285,Owned,Individual,75,75,No,X1,11.0,3.0,3,18210.0,0
36779,36780,C1,15,Owned,Individual,75,75,No,X4,,,22,21120.0,1
36780,36781,C33,912,Owned,Individual,52,52,No,X3,14.0,3.0,4,12518.0,0
36781,36782,C2,137,Rented,Individual,55,55,No,X3,14.0,4.0,15,15704.0,1
36782,36783,C19,2749,Rented,Individual,22,22,No,X3,1.0,3.0,2,7764.0,0
36783,36784,C1,1890,Owned,Individual,65,65,No,X5,14.0,3.0,21,14736.0,1
36784,36785,C26,2521,Owned,Individual,75,75,No,X3,2.0,3.0,21,23522.0,0
36785,36786,C11,2256,Rented,Individual,30,30,No,X1,2.0,3.0,17,7680.0,0
36788,36789,C1,894,Owned,Individual,34,34,No,X3,8.0,1.0,19,8820.0,0
36789,36790,C1,207,Owned,Individual,58,58,No,X2,6.0,1.0,17,13920.0,0
36790,36791,C17,2514,Rented,Individual,22,22,No,X3,1.0,1.0,22,6710.0,0
36791,36792,C19,739,Rented,Individual,40,40,No,X1,,,19,14498.0,1
36792,36793,C11,1304,Rented,Individual,26,26,No,X1,5.0,4.0,19,11296.0,0
36795,36796,C5,918,Rented,Joint,72,49,Yes,X2,10.0,1.0,18,31680.0,0
36798,36799,C1,2357,Owned,Individual,60,60,No,,4.0,2.0,20,16380.0,1
36799,36800,C14,3028,Rented,Individual,41,41,No,X1,1.0,3.0,22,15936.0,0
36800,36801,C2,949,Owned,Individual,42,42,No,,14.0,3.0,18,9760.0,1
36804,36805,C16,1994,Rented,Individual,75,75,No,X3,,,2,16530.0,1
36806,36807,C1,408,Owned,Joint,71,67,Yes,X1,9.0,1.0,19,28176.0,1
36807,36808,C8,934,Owned,Joint,56,54,Yes,X7,14.0,4.0,21,30672.0,0
36808,36809,C2,712,Owned,Joint,63,43,No,X1,,,13,26481.0,1
36810,36811,C5,30,Rented,Individual,25,25,No,X4,4.0,1.0,22,11754.0,1
36811,36812,C2,447,Owned,Individual,54,54,No,X3,2.0,3.0,22,12240.0,0
36812,36813,C2,2428,Owned,Joint,58,56,Yes,X3,8.0,3.0,3,18536.0,1
36813,36814,C2,2088,Owned,Individual,72,72,No,X4,3.0,3.0,3,14924.0,0
36814,36815,C7,2958,Owned,Individual,36,36,No,X2,14.0,3.0,22,10576.0,1
36816,36817,C4,1466,Rented,Individual,75,75,No,X5,8.0,3.0,18,19650.0,0
36819,36820,C8,2450,Rented,Individual,37,37,No,,1.0,3.0,21,8806.0,1
36821,36822,C8,212,Owned,Individual,46,46,No,X4,3.0,3.0,21,15744.0,0
36822,36823,C10,3231,Rented,Individual,61,61,No,X1,1.0,1.0,2,23552.0,0
36824,36825,C13,1400,Rented,Individual,25,25,No,X1,,,21,8218.0,1
36826,36827,C3,72,Owned,Individual,47,47,No,X1,,,19,12258.0,1
36828,36829,C4,1417,Owned,Joint,29,28,No,X2,9.0,3.0,6,12873.0,0
36829,36830,C20,2866,Rented,Individual,26,26,No,X1,3.0,3.0,17,10278.0,0
36831,36832,C1,2599,Owned,Joint,68,66,Yes,X2,5.0,4.0,19,31846.4,0
36832,36833,C10,45,Rented,Individual,39,39,No,X1,1.0,1.0,16,13140.0,0
36833,36834,C8,2213,Rented,Individual,54,54,No,X2,6.0,3.0,12,16828.0,1
36834,36835,C1,1735,Owned,Joint,57,55,Yes,X2,14.0,3.0,14,20059.2,0
36835,36836,C2,649,Owned,Individual,36,36,No,X4,4.0,3.0,11,11920.0,0
36836,36837,C8,1157,Rented,Joint,48,41,Yes,X2,5.0,1.0,16,20704.0,0
36837,36838,C1,622,Owned,Individual,64,64,No,X5,3.0,4.0,19,14808.0,0
36838,36839,C2,1510,Owned,Individual,67,67,No,X2,14.0,3.0,14,14592.0,1
36840,36841,C3,1105,Owned,Individual,43,43,No,X4,4.0,3.0,22,12958.0,0
36842,36843,C7,5299,Owned,Joint,42,39,Yes,X3,2.0,4.0,15,11715.2,0
36843,36844,C6,3011,Rented,Individual,23,23,No,X2,,,13,9408.0,1
36845,36846,C15,1131,Owned,Individual,66,66,No,X2,1.0,1.0,16,23120.0,0
36846,36847,C1,534,Owned,Individual,30,30,No,X1,2.0,4.0,16,7656.0,0
36847,36848,C7,594,Owned,Joint,62,54,No,X1,2.0,1.0,19,26188.8,1
36848,36849,C2,949,Owned,Individual,39,39,No,X2,7.0,3.0,11,8750.0,0
36849,36850,C1,1737,Owned,Individual,46,46,No,X1,4.0,1.0,20,13100.0,1
36851,36852,C17,818,Rented,Individual,36,36,No,X1,3.0,1.0,16,8520.0,0
36852,36853,C7,677,Rented,Individual,55,55,No,X6,14.0,4.0,22,13824.0,0
36853,36854,C2,23,Rented,Individual,47,47,No,X1,14.0,4.0,12,14688.0,1
36855,36856,C1,888,Rented,Individual,46,46,No,X2,,,16,12680.0,1
36857,36858,C1,1526,Owned,Individual,36,36,No,X5,14.0,1.0,16,13700.0,0
36859,36860,C23,140,Rented,Individual,56,56,No,,7.0,3.0,18,17612.0,1
36860,36861,C2,937,Rented,Individual,72,72,No,X3,3.0,3.0,22,18312.0,1
36862,36863,C20,874,Rented,Individual,31,31,No,X1,1.0,1.0,4,10240.0,0
36863,36864,C1,25,Owned,Individual,72,72,No,X3,10.0,3.0,18,15496.0,0
36865,36866,C16,3126,Rented,Individual,28,28,No,X4,2.0,3.0,10,6410.0,1
36867,36868,C10,490,Owned,Joint,57,47,Yes,X4,10.0,4.0,18,20000.0,0
36869,36870,C32,1661,Rented,Individual,26,26,No,X1,1.0,3.0,21,9904.0,0
36870,36871,C10,293,Rented,Individual,44,44,No,X2,3.0,1.0,18,9100.0,0
36871,36872,C1,894,Owned,Individual,42,42,No,X1,,,5,11862.0,1
36872,36873,C1,210,Owned,Joint,75,62,Yes,X2,2.0,3.0,18,35686.4,0
36873,36874,C12,1601,Owned,Individual,39,39,No,X4,8.0,2.0,12,10400.0,0
36876,36877,C9,66,Rented,Individual,27,27,No,X6,1.0,1.0,12,7704.0,0
36877,36878,C11,53,Rented,Joint,50,47,Yes,X5,8.0,4.0,22,21128.8,1
36884,36885,C17,2293,Owned,Individual,47,47,No,X4,14.0,1.0,16,11412.0,0
36885,36886,C9,3895,Owned,Individual,66,66,No,X3,10.0,1.0,6,16588.0,0
36888,36889,C25,504,Rented,Individual,25,25,No,X1,1.0,1.0,16,6300.0,0
36892,36893,C6,1150,Owned,Individual,29,29,No,X1,5.0,4.0,22,7924.0,0
36894,36895,C4,1206,Rented,Individual,22,22,No,X2,2.0,3.0,18,9156.0,0
36895,36896,C19,655,Owned,Joint,39,34,Yes,X1,1.0,1.0,19,14403.2,1
36899,36900,C13,595,Owned,Individual,75,75,No,X1,5.0,2.0,20,19936.0,0
36900,36901,C15,553,Owned,Individual,69,69,No,X4,5.0,3.0,18,18452.0,0
36901,36902,C1,4,Owned,Individual,74,74,No,X3,14.0,1.0,18,21046.0,0
36903,36904,C3,927,Rented,Individual,21,21,No,X3,,,16,4278.0,1
36904,36905,C6,3427,Owned,Individual,55,55,No,X2,7.0,4.0,22,11920.0,0
36905,36906,C10,29,Rented,Individual,22,22,No,X1,1.0,4.0,18,4254.0,0
36906,36907,C4,357,Rented,Individual,54,54,No,X1,7.0,3.0,18,17640.0,1
36909,36910,C1,485,Owned,Joint,75,73,Yes,X1,14.0,1.0,19,26521.6,0
36910,36911,C12,152,Rented,Individual,25,25,No,X4,3.0,3.0,17,5480.0,0
36911,36912,C2,14,Owned,Joint,52,22,Yes,X2,4.0,2.0,18,17438.4,1
36915,36916,C3,5288,Rented,Individual,21,21,No,X3,1.0,3.0,21,9506.0,0
36916,36917,C23,1374,Rented,Individual,24,24,No,X1,3.0,2.0,20,3786.0,0
36918,36919,C1,24,Rented,Individual,48,48,No,X3,5.0,2.0,22,13200.0,0
36920,36921,C1,3890,Owned,Joint,63,51,Yes,X1,10.0,4.0,22,30240.0,1
36921,36922,C27,3469,Owned,Individual,40,40,No,X4,14.0,3.0,21,10224.0,0
36922,36923,C3,1485,Owned,Individual,56,56,No,X1,4.0,2.0,20,16632.0,0
36923,36924,C9,1863,Rented,Individual,39,39,No,X2,6.0,4.0,22,9712.0,1
36924,36925,C1,1653,Rented,Individual,55,55,No,X1,10.0,3.0,21,13740.0,0
36925,36926,C19,3313,Rented,Individual,27,27,No,X3,1.0,1.0,1,10818.0,0
36926,36927,C3,2628,Rented,Individual,21,21,No,X1,,,16,5152.0,1
36929,36930,C4,70,Rented,Individual,43,43,No,X3,4.0,3.0,12,11720.0,0
36930,36931,C6,536,Owned,Individual,39,39,No,X4,12.0,4.0,18,11880.0,1
36931,36932,C16,404,Owned,Joint,75,74,Yes,X1,14.0,3.0,19,26124.0,0
36933,36934,C1,232,Owned,Individual,59,59,No,X3,14.0,1.0,17,17520.0,0
36935,36936,C10,1416,Rented,Individual,26,26,No,X1,5.0,3.0,18,10528.0,0
36936,36937,C17,1846,Owned,Joint,37,31,Yes,X1,1.0,3.0,18,13167.0,0
36937,36938,C3,2845,Owned,Individual,75,75,No,X1,14.0,3.0,21,22508.0,0
36939,36940,C3,1878,Owned,Individual,26,26,No,X2,,,18,7452.0,1
36940,36941,C2,110,Owned,Individual,38,38,No,X1,9.0,3.0,22,8064.0,1
36941,36942,C10,2409,Owned,Joint,46,45,Yes,X4,1.0,3.0,18,23796.0,1
36943,36944,C1,709,Owned,Individual,64,64,No,X2,2.0,4.0,7,13944.0,0
36944,36945,C7,2849,Owned,Individual,41,41,No,X1,5.0,1.0,19,16488.0,0
36945,36946,C4,191,Owned,Individual,64,64,No,,3.0,2.0,9,19380.0,1
36946,36947,C26,1076,Rented,Individual,24,24,No,X3,,,19,8484.0,1
36948,36949,C2,580,Rented,Joint,58,51,Yes,X2,12.0,3.0,22,20050.8,0
36950,36951,C1,1837,Owned,Individual,73,73,No,X1,1.0,1.0,19,17556.0,0
36952,36953,C5,4397,Owned,Individual,52,52,No,X1,14.0,1.0,19,13320.0,0
36953,36954,C20,1320,Owned,Individual,43,43,No,X2,2.0,3.0,22,10530.0,1
36954,36955,C4,846,Rented,Individual,71,71,No,X1,5.0,2.0,16,21816.0,0
36955,36956,C2,3352,Owned,Joint,50,49,Yes,X2,9.0,3.0,21,18141.2,1
36956,36957,C9,401,Owned,Individual,58,58,No,X2,2.0,1.0,12,16996.0,1
36957,36958,C9,1922,Owned,Individual,51,51,No,X1,2.0,1.0,12,18368.0,0
36959,36960,C1,1280,Rented,Individual,59,59,No,X2,14.0,3.0,19,18536.0,1
36961,36962,C7,1726,Owned,Individual,66,66,No,X6,2.0,4.0,20,20416.0,0
36963,36964,C9,52,Owned,Individual,33,33,No,X6,6.0,3.0,15,7504.0,1
36965,36966,C1,1767,Owned,Individual,65,65,No,X2,3.0,4.0,17,18480.0,1
36968,36969,C16,593,Owned,Joint,75,62,No,X4,5.0,3.0,15,24930.0,1
36972,36973,C30,394,Owned,Individual,49,49,No,X2,,,22,14036.0,1
36976,36977,C7,961,Owned,Joint,59,57,Yes,X4,8.0,3.0,18,20496.0,0
36977,36978,C11,5092,Owned,Joint,57,48,Yes,X1,4.0,1.0,20,21615.0,0
36979,36980,C10,1668,Rented,Individual,30,30,No,X1,1.0,1.0,12,7476.0,1
36981,36982,C2,3969,Rented,Individual,43,43,No,X3,7.0,2.0,13,11600.0,0
36986,36987,C23,4972,Owned,Joint,75,66,Yes,X1,,,14,28627.2,1
36987,36988,C29,1281,Owned,Individual,51,51,No,X2,11.0,4.0,17,13416.0,0
36988,36989,C28,600,Owned,Joint,44,35,Yes,X3,,,2,15494.4,1
36990,36991,C13,1020,Owned,Joint,35,17,No,X1,5.0,2.0,20,15052.8,0
36991,36992,C3,1528,Owned,Individual,37,37,No,X2,14.0,2.0,9,11556.0,1
36992,36993,C3,548,Rented,Individual,36,36,No,X1,7.0,1.0,19,8244.0,1
36993,36994,C1,4648,Owned,Individual,65,65,No,,,,17,17444.0,1
36995,36996,C17,1992,Owned,Individual,57,57,No,X2,5.0,3.0,17,12914.0,0
36996,36997,C1,1329,Owned,Individual,45,45,No,X2,7.0,3.0,18,10782.0,0
36998,36999,C2,771,Rented,Individual,31,31,No,X5,11.0,4.0,17,6660.0,1
36999,37000,C4,2893,Rented,Joint,56,23,Yes,X3,5.0,1.0,1,27372.8,0
37004,37005,C3,3891,Rented,Individual,75,75,No,X1,14.0,3.0,9,20416.0,0
37005,37006,C3,1069,Rented,Individual,34,34,No,X3,6.0,2.0,20,6260.0,0
37007,37008,C4,2658,Rented,Individual,29,29,No,X1,4.0,1.0,22,10880.0,0
37008,37009,C1,819,Owned,Individual,66,66,No,X4,9.0,4.0,18,18880.0,0
37009,37010,C7,2849,Owned,Individual,75,75,No,,9.0,4.0,22,17080.0,1
37010,37011,C29,2230,Rented,Individual,31,31,No,X2,,,14,10140.0,1
37013,37014,C7,389,Owned,Individual,49,49,No,X2,3.0,3.0,21,15192.0,0
37017,37018,C3,1242,Owned,Joint,59,39,No,,4.0,3.0,22,22560.0,1
37018,37019,C22,2638,Owned,Joint,44,41,Yes,X2,8.0,3.0,4,14720.0,0
37019,37020,C2,3759,Owned,Individual,53,53,No,X2,,,11,17052.0,1
37021,37022,C8,3711,Owned,Individual,43,43,No,X5,12.0,2.0,1,12276.0,0
37023,37024,C19,3438,Owned,Individual,37,37,No,X1,1.0,2.0,19,10240.0,0
37024,37025,C1,1462,Owned,Individual,68,68,No,X6,6.0,3.0,5,16492.0,0
37027,37028,C7,389,Owned,Individual,63,63,No,X5,6.0,4.0,22,18060.0,1
37029,37030,C24,1375,Owned,Joint,60,52,Yes,X4,3.0,2.0,12,25267.2,1
37030,37031,C3,3038,Rented,Individual,57,57,No,X5,3.0,1.0,2,16660.0,0
37032,37033,C3,1047,Rented,Individual,23,23,No,X3,3.0,1.0,2,8148.0,0
37033,37034,C3,1522,Owned,Individual,49,49,No,X3,4.0,1.0,16,11394.0,0
37034,37035,C1,1099,Rented,Individual,30,30,No,X2,9.0,4.0,16,11358.0,0
37035,37036,C4,1136,Owned,Individual,36,36,No,X4,14.0,3.0,9,12080.0,0
37036,37037,C6,3837,Rented,Individual,42,42,No,X1,2.0,1.0,22,10464.0,0
37037,37038,C1,2398,Owned,Individual,27,27,No,X1,3.0,2.0,19,8064.0,1
37039,37040,C17,1757,Owned,Individual,36,36,No,X1,11.0,2.0,12,7080.0,0
37040,37041,C3,1397,Rented,Individual,75,75,No,X1,1.0,1.0,12,17280.0,0
37042,37043,C2,2137,Owned,Individual,28,28,No,X2,,,22,8028.0,1
37046,37047,C6,1295,Rented,Individual,26,26,No,X1,,,15,4784.0,1
37047,37048,C5,1688,Owned,Individual,68,68,No,X3,2.0,3.0,20,16952.0,0
37048,37049,C15,1841,Rented,Individual,52,52,No,X4,12.0,1.0,21,16900.0,0
37052,37053,C1,1084,Rented,Joint,75,70,Yes,X2,14.0,4.0,20,35308.8,1
37056,37057,C1,3626,Rented,Individual,64,64,No,X3,4.0,3.0,5,20160.0,0
37057,37058,C2,1403,Rented,Individual,70,70,No,X1,4.0,2.0,20,19530.0,0
37058,37059,C16,40,Owned,Individual,29,29,No,X4,1.0,1.0,19,9268.0,0
37059,37060,C10,45,Rented,Individual,25,25,No,X2,2.0,1.0,16,13086.0,0
37060,37061,C1,5,Owned,Joint,64,60,Yes,X1,14.0,3.0,16,26820.0,0
37063,37064,C2,137,Owned,Joint,65,38,Yes,X3,1.0,3.0,22,36774.4,1
37066,37067,C13,994,Owned,Individual,52,52,No,X2,7.0,2.0,10,14014.0,0
37068,37069,C9,623,Rented,Individual,26,26,No,X3,,,16,7524.0,1
37072,37073,C8,1628,Rented,Joint,58,46,Yes,X3,3.0,2.0,15,19616.0,0
37073,37074,C1,2497,Owned,Individual,62,62,No,X1,7.0,1.0,19,14832.0,0
37076,37077,C5,1240,Rented,Individual,40,40,No,X5,2.0,3.0,15,12240.0,1
37079,37080,C16,1461,Rented,Joint,32,27,Yes,X1,5.0,2.0,20,18460.8,0
37080,37081,C1,38,Owned,Individual,33,33,No,,13.0,2.0,19,11560.0,1
37082,37083,C4,1703,Rented,Individual,63,63,No,X1,2.0,3.0,8,16080.0,1
37083,37084,C9,1358,Rented,Individual,56,56,No,X1,1.0,1.0,21,17640.0,1
37084,37085,C4,1367,Rented,Individual,47,47,No,X6,12.0,3.0,8,13090.0,0
37085,37086,C9,4157,Rented,Individual,22,22,No,X3,,,22,7500.0,1
37088,37089,C4,968,Owned,Individual,26,26,No,X1,,,12,8688.0,1
37091,37092,C1,609,Owned,Joint,70,66,Yes,X4,11.0,3.0,21,31651.2,1
37092,37093,C23,366,Rented,Individual,19,19,No,X3,,,17,5752.0,1
37093,37094,C1,2506,Owned,Individual,34,34,No,X1,3.0,1.0,13,5870.0,0
37100,37101,C11,1433,Owned,Joint,51,45,Yes,X4,3.0,3.0,21,17020.8,0
37101,37102,C8,487,Owned,Individual,66,66,No,X1,1.0,3.0,21,19958.0,1
37102,37103,C4,3023,Rented,Individual,54,54,No,X3,,,16,10584.0,1
37103,37104,C2,1306,Rented,Individual,25,25,No,X1,,,11,11322.0,1
37111,37112,C1,2651,Owned,Individual,75,75,No,,14.0,3.0,21,24120.0,1
37112,37113,C2,771,Rented,Individual,27,27,No,X1,3.0,3.0,3,5280.0,0
37117,37118,C2,2706,Rented,Joint,34,33,Yes,X2,3.0,1.0,13,20244.0,0
37119,37120,C10,82,Rented,Individual,39,39,No,X3,6.0,1.0,19,9184.0,1
37121,37122,C14,4502,Owned,Individual,48,48,No,X2,13.0,1.0,21,15288.0,0
37122,37123,C3,1672,Rented,Individual,47,47,No,X3,12.0,1.0,12,16484.0,0
37129,37130,C19,3992,Owned,Joint,36,34,Yes,X1,2.0,1.0,1,11001.6,0
37132,37133,C6,1150,Rented,Individual,26,26,No,X3,,,20,5184.0,1
37134,37135,C19,647,Owned,Individual,59,59,No,X2,6.0,1.0,16,20310.0,0
37135,37136,C1,24,Rented,Individual,66,66,No,X2,8.0,3.0,7,17584.0,0
37136,37137,C12,1018,Rented,Individual,46,46,No,X1,2.0,1.0,19,11920.0,0
37137,37138,C4,481,Owned,Individual,39,39,No,X1,8.0,4.0,22,10242.0,1
37138,37139,C9,3299,Rented,Individual,26,26,No,X1,,,4,8694.0,1
37141,37142,C20,1119,Rented,Individual,31,31,No,X6,1.0,2.0,22,6200.0,1
37143,37144,C1,556,Owned,Joint,35,31,Yes,,,,21,12558.0,1
37144,37145,C2,2278,Rented,Individual,45,45,No,X6,5.0,3.0,22,13680.0,0
37147,37148,C1,3655,Rented,Joint,62,61,Yes,X1,8.0,2.0,17,27328.0,0
37150,37151,C3,1548,Rented,Individual,32,32,No,,,,20,7884.0,1
37151,37152,C6,6028,Owned,Joint,60,55,Yes,X1,14.0,3.0,1,17606.4,0
37156,37157,C19,820,Owned,Individual,69,69,No,X8,14.0,1.0,2,13392.0,0
37157,37158,C8,2913,Owned,Joint,73,70,Yes,X1,14.0,3.0,1,21673.6,0
37158,37159,C17,1846,Rented,Joint,35,31,Yes,,11.0,3.0,16,14784.0,1
37159,37160,C14,2895,Owned,Individual,66,66,No,X2,5.0,1.0,21,15360.0,0
37160,37161,C10,699,Rented,Individual,27,27,No,X1,2.0,1.0,18,8604.0,0
37161,37162,C1,757,Owned,Individual,75,75,No,X2,14.0,1.0,16,20916.0,1
37162,37163,C1,386,Owned,Individual,63,63,No,X1,4.0,2.0,5,19904.0,0
37163,37164,C9,3806,Rented,Individual,27,27,No,X3,2.0,1.0,12,5590.0,0
37164,37165,C6,439,Owned,Joint,55,25,No,X3,2.0,2.0,13,19264.0,0
37165,37166,C2,1482,Owned,Joint,50,17,Yes,,10.0,3.0,22,19467.0,1
37167,37168,C2,4899,Owned,Individual,75,75,No,X1,9.0,4.0,15,20808.0,0
37169,37170,C1,408,Owned,Individual,69,69,No,X1,12.0,3.0,18,19260.0,0
37170,37171,C9,1183,Rented,Individual,47,47,No,X6,5.0,3.0,18,10584.0,0
37172,37173,C24,2038,Owned,Individual,27,27,No,X2,4.0,2.0,20,10640.0,1
37178,37179,C1,2174,Owned,Individual,75,75,No,X1,1.0,3.0,18,22780.0,0
37180,37181,C3,3068,Rented,Individual,24,24,No,X2,3.0,2.0,18,10736.0,0
37182,37183,C5,735,Owned,Individual,52,52,No,X2,,,21,17528.0,1
37183,37184,C4,2636,Rented,Individual,26,26,No,X1,,,18,9114.0,1
37184,37185,C12,288,Rented,Individual,72,72,No,X1,3.0,2.0,1,21600.0,0
37185,37186,C18,3525,Owned,Individual,50,50,No,X2,2.0,3.0,15,10458.0,0
37187,37188,C7,243,Owned,Joint,26,25,Yes,,1.0,3.0,5,15564.8,1
37188,37189,C32,969,Rented,Individual,32,32,No,X6,,,15,7812.0,1
37194,37195,C1,2579,Rented,Individual,31,31,No,X2,7.0,3.0,22,8484.0,1
37196,37197,C33,2966,Rented,Individual,38,38,No,X4,1.0,1.0,16,14344.0,1
37198,37199,C3,311,Owned,Individual,32,32,No,X4,5.0,1.0,12,13740.0,0
